p_fatal,실제
0.04457729929974944,경+중등도
0.010181510185228088,경+중등도
0.35016166781015473,경+중등도
0.7037001746925733,경+중등도
0.15793574729264798,경+중등도
0.11960417647960246,경+중등도
0.05942122009450454,중상
0.1766827323520833,치명
0.5856655956477588,경+중등도
0.10938447677155887,경+중등도
0.23883864349270864,경+중등도
0.28438290541754024,경+중등도
0.22475965229676872,경+중등도
0.03684575310627109,경+중등도
0.08829085789378012,경+중등도
0.18048527686758162,경+중등도
0.12613657694151084,경+중등도
0.3890246820553096,경+중등도
0.2173110283323957,경+중등도
0.755685731234351,치명
0.059436413704515155,경+중등도
0.1099795153436375,경+중등도
0.055780075885110435,경+중등도
0.4582127369394751,치명
0.36818973017529405,경+중등도
0.19434317772969442,경+중등도
0.3807884163919368,치명
0.3461729749087256,경+중등도
0.3390320358854741,경+중등도
0.08936873543333917,중상
0.2534111325831239,경+중등도
0.034148295764502595,경+중등도
0.16822245949663875,경+중등도
0.33864655319946885,경+중등도
0.09320089047241258,경+중등도
0.3753687054471639,경+중등도
0.08204194731787175,경+중등도
0.0882926064612558,경+중등도
0.09046365556209672,경+중등도
0.1339910392513575,경+중등도
0.019503489620030505,중상
